x	y	group
0.722542221515976	0.616251858759687	1
0.705197215019326	0.4031855437764	1
0.489363518373412	0.699546122745047	1
0.79034701718297	0.647713880950678	1
0.679632733447558	0.954545454545454	1
0.690801095693242	0.0454545454545454	1
0.451067076292363	0.312371126318372	1
0.954545454545454	0.248216704514605	1
0.475422080907562	0.387618757115436	1
0.335994691405699	0.756301722840169	1
0.484517095877208	0.461056320266446	1
0.865674536276187	0.311325665982635	1
0.927077754413098	0.780928329080083	1
0.623632527757772	0.814416697236169	1
0.664222708754534	0.374860015864985	1
0.802420833807988	0.55195518111851	1
0.365610380468443	0.521144547594757	1
0.489798891260652	0.603736368152149	1
0.915451325731792	0.363230204236895	1
0.444453987855308	0.601344445755223	1
0.744183997446585	0.710687160865217	1
0.563072200573641	0.623845205351262	1
0.0454545454545454	0.322903422473133	1
0.71343615219019	0.635869890527997	1
0.910401121144945	0.560936613191056	1
0.21020998258467	0.445926613994417	1
0.421032023140016	0.343459122305524	1
0.844941480928829	0.717411760286283	1
0.739174084808191	0.420636750719105	1
0.67270715435087	0.220509537410195	1
