colour,fill,x,y,PANEL,group
#234B6E,#234B6E,0.440990678992998,0.458246685087736,1,1
#356F9F,#356F9F,0.649412261501323,0.702370584578233,1,1
#234B6F,#234B6F,0.431429565444491,0.474447732923894,1,1
#234A6D,#234A6D,0.431260116115756,0.456945903182003,1,1
#1B3B59,#1B3B59,0.328467595145186,0.2908312127342,1,1
#244E72,#244E72,0.469675864466334,0.476719919452382,1,1
#255075,#255075,0.513628087882282,0.464608568691222,1,1
#3774A5,#3774A5,0.732032524581876,0.671891079113543,1,1
#214668,#214668,0.380540902305133,0.448149525415575,1,1
#265176,#265176,0.48816823704211,0.50394330323011,1,1
#1B3C5A,#1B3C5A,0.327927291042648,0.307813801832792,1,1
#1F4364,#1F4364,0.388554535766381,0.3886781504122,1,1
#16314B,#16314B,0.181324527888811,0.166818325983886,1,1
#132B43,#132B43,0.0454545454545454,0.0454545454545454,1,1
#1B3B59,#1B3B59,0.321959320423587,0.300151015544689,1,1
#3E81B6,#3E81B6,0.790461748483519,0.738994881402579,1,1
#1F4363,#1F4363,0.34633690709199,0.419803452232746,1,1
#244D72,#244D72,0.475757953534236,0.464135307109447,1,1
#183550,#183550,0.228715702847616,0.235736747456841,1,1
#295880,#295880,0.522804799710593,0.559908767623951,1,1
#244D71,#244D71,0.477045324758203,0.455793561692778,1,1
#275278,#275278,0.5272772950893,0.487862182737227,1,1
#224A6C,#224A6C,0.437974696152529,0.442291844988775,1,1
#3774A5,#3774A5,0.687418111284966,0.71747977646866,1,1
#1F4364,#1F4364,0.406520387624839,0.370293728683491,1,1
#275379,#275379,0.503730977871252,0.51109763161282,1,1
#2A5A82,#2A5A82,0.541621475774948,0.56904015773199,1,1
#448DC7,#448DC7,0.811281793711439,0.820699791475304,1,1
#265177,#265177,0.487914086347763,0.506873219621572,1,1
#336B99,#336B99,0.626157281440017,0.681543697919116,1,1
#22496C,#22496C,0.419548173889032,0.456640578975608,1,1
#204465,#204465,0.362397971442702,0.42995586119481,1,1
#15304A,#15304A,0.14970234987492,0.172802135874355,1,1
#17334E,#17334E,0.221570831143755,0.192504097185092,1,1
#3672A2,#3672A2,0.719921388348782,0.664036868105374,1,1
#1B3C5A,#1B3C5A,0.320257256060473,0.313941168139757,1,1
#28547B,#28547B,0.499474920178856,0.53697623804667,1,1
#295880,#295880,0.535302770051285,0.547866863835114,1,1
#2C5C86,#2C5C86,0.595248978466413,0.548050541849188,1,1
#326997,#326997,0.662892260241491,0.629573182105775,1,1
#265075,#265075,0.470587511745135,0.50994328393481,1,1
#152F48,#152F48,0.137884539318436,0.141080074511632,1,1
#16324D,#16324D,0.183144602812709,0.213117428937452,1,1
#1B3A58,#1B3A58,0.289462972353698,0.313982637817824,1,1
#15304A,#15304A,0.120079193408684,0.210370797408376,1,1
#254E73,#254E73,0.458912789741473,0.494391493932625,1,1
#265176,#265176,0.460988595405688,0.522722848444642,1,1
#2F638E,#2F638E,0.603129475236885,0.617547187426405,1,1
#1F4465,#1F4465,0.387634516985804,0.398208180721012,1,1
#1A3855,#1A3855,0.289503838540279,0.266475390704643,1,1
#234B6E,#234B6E,0.472461630027541,0.42710090320004,1,1
#53ACF1,#53ACF1,0.942891600440009,0.934526839704212,1,1
#1E4060,#1E4060,0.334778636676612,0.386120676018392,1,1
#3978AA,#3978AA,0.715192909148262,0.722943425408052,1,1
#265278,#265278,0.479574505604119,0.524660337127555,1,1
#224A6D,#224A6D,0.466245912491349,0.424690268615309,1,1
#346D9D,#346D9D,0.668793040526171,0.668562067618613,1,1
#132B43,#132B43,0.0525186629760162,0.0787133687668991,1,1
#2F628E,#2F628E,0.621487375060731,0.595453622250616,1,1
#22496B,#22496B,0.45020366092275,0.421932692029676,1,1
#336B9A,#336B9A,0.664207655923673,0.648823790138531,1,1
#326896,#326896,0.623479990389609,0.657859699053277,1,1
#1D3F5E,#1D3F5E,0.358201616793645,0.331702337376592,1,1
#29587F,#29587F,0.55533134949303,0.528144905278232,1,1
#1B3C5A,#1B3C5A,0.312795347943862,0.327637202936937,1,1
#173450,#173450,0.226224725632656,0.22199091987509,1,1
#1D405F,#1D405F,0.334230623052761,0.372143023052182,1,1
#15304A,#15304A,0.163777150594684,0.161613025499425,1,1
#3A7AAD,#3A7AAD,0.722301440140438,0.737496556750666,1,1
#306591,#306591,0.5901635323568,0.650180859475665,1,1
#3875A7,#3875A7,0.712905013920147,0.705036856023066,1,1
#2A5A82,#2A5A82,0.535502078730945,0.574174161276699,1,1
#1F4363,#1F4363,0.380010300803137,0.384481980267399,1,1
#1E4161,#1E4161,0.349507894601517,0.382983369391056,1,1
#193855,#193855,0.291126775905645,0.258188485871185,1,1
#1D405F,#1D405F,0.324651606474668,0.386964795847606,1,1
#1D3F5E,#1D3F5E,0.34352772106865,0.343801536999381,1,1
#1D3E5D,#1D3E5D,0.316239042404917,0.36546885347601,1,1
#1B3C5A,#1B3C5A,0.300593108237061,0.326735246442498,1,1
#254E73,#254E73,0.478463688210256,0.472387008922952,1,1
#29567D,#29567D,0.535733909247598,0.530470964264459,1,1
#336A99,#336A99,0.684048338155775,0.623571153464332,1,1
#1E4262,#1E4262,0.385513547143506,0.35959825552221,1,1
#306591,#306591,0.627791462009836,0.616627382060459,1,1
#1E4161,#1E4161,0.352863274479541,0.377418917359516,1,1
#4188C0,#4188C0,0.794317441044526,0.795922703481861,1,1
#27537A,#27537A,0.499044929468496,0.526105529772113,1,1
