colour,fill,x,y,PANEL,group
#00BFC4,#00BFC4,0.619047619047619,0.551278830487315,1,3
#00BFC4,#00BFC4,0.619047619047619,0.602129798694453,1,3
#C77CFF,#C77CFF,0.857142857142857,0.781772940658955,1,4
#00BFC4,#00BFC4,0.619047619047619,0.519290051976899,1,3
#F8766D,#F8766D,0.142857142857143,0.205647156990439,1,1
#C77CFF,#C77CFF,0.857142857142857,0.709118090381448,1,4
#00BFC4,#00BFC4,0.619047619047619,0.572747808276048,1,3
#C77CFF,#C77CFF,0.857142857142857,0.789371039912946,1,4
#00BFC4,#00BFC4,0.619047619047619,0.518087167740944,1,3
#00BFC4,#00BFC4,0.619047619047619,0.475252183035298,1,3
#C77CFF,#C77CFF,0.857142857142857,0.864381437160312,1,4
#00BFC4,#00BFC4,0.619047619047619,0.508213793813128,1,3
#00BFC4,#00BFC4,0.619047619047619,0.749538328250029,1,3
#7CAE00,#7CAE00,0.380952380952381,0.474163502783908,1,2
#00BFC4,#00BFC4,0.619047619047619,0.483768496871233,1,3
#C77CFF,#C77CFF,0.857142857142857,0.706860410234817,1,4
#C77CFF,#C77CFF,0.857142857142857,0.954545454545454,1,4
#7CAE00,#7CAE00,0.380952380952381,0.43234627463699,1,2
#7CAE00,#7CAE00,0.380952380952381,0.321961065656686,1,2
#00BFC4,#00BFC4,0.619047619047619,0.627088085682396,1,3
#00BFC4,#00BFC4,0.619047619047619,0.570562736002708,1,3
#C77CFF,#C77CFF,0.857142857142857,0.919866962407514,1,4
#C77CFF,#C77CFF,0.857142857142857,0.788594908061933,1,4
#00BFC4,#00BFC4,0.619047619047619,0.610957723134536,1,3
#00BFC4,#00BFC4,0.619047619047619,0.397923768075293,1,3
#7CAE00,#7CAE00,0.380952380952381,0.36287912822127,1,2
#C77CFF,#C77CFF,0.857142857142857,0.785662829128472,1,4
#7CAE00,#7CAE00,0.380952380952381,0.214232874539722,1,2
#7CAE00,#7CAE00,0.380952380952381,0.439433375064598,1,2
#00BFC4,#00BFC4,0.619047619047619,0.620957079093573,1,3
#7CAE00,#7CAE00,0.380952380952381,0.358100355685901,1,2
#00BFC4,#00BFC4,0.619047619047619,0.53836080287468,1,3
#00BFC4,#00BFC4,0.619047619047619,0.677774385718863,1,3
#F8766D,#F8766D,0.142857142857143,0.184480720316844,1,1
#00BFC4,#00BFC4,0.619047619047619,0.727624792345368,1,3
#7CAE00,#7CAE00,0.380952380952381,0.390121549792893,1,2
#00BFC4,#00BFC4,0.619047619047619,0.594723028992127,1,3
#7CAE00,#7CAE00,0.380952380952381,0.19909505201004,1,2
#7CAE00,#7CAE00,0.380952380952381,0.195747581488002,1,2
#00BFC4,#00BFC4,0.619047619047619,0.604646558920911,1,3
#00BFC4,#00BFC4,0.619047619047619,0.609307578470605,1,3
#7CAE00,#7CAE00,0.380952380952381,0.259631387456529,1,2
#7CAE00,#7CAE00,0.380952380952381,0.485216260833888,1,2
#7CAE00,#7CAE00,0.380952380952381,0.407148533840172,1,2
#7CAE00,#7CAE00,0.380952380952381,0.253827159581528,1,2
#C77CFF,#C77CFF,0.857142857142857,0.854427925661571,1,4
#00BFC4,#00BFC4,0.619047619047619,0.557197234333142,1,3
#7CAE00,#7CAE00,0.380952380952381,0.263865049583553,1,2
#7CAE00,#7CAE00,0.380952380952381,0.342483754848818,1,2
#F8766D,#F8766D,0.142857142857143,0.0454545454545454,1,1
#00BFC4,#00BFC4,0.619047619047619,0.530905064222252,1,3
#00BFC4,#00BFC4,0.619047619047619,0.688882087530036,1,3
#7CAE00,#7CAE00,0.380952380952381,0.197728331708068,1,2
#00BFC4,#00BFC4,0.619047619047619,0.48182685631138,1,3
#00BFC4,#00BFC4,0.619047619047619,0.473121083819961,1,3
#F8766D,#F8766D,0.142857142857143,0.149558230434877,1,1
#00BFC4,#00BFC4,0.619047619047619,0.655222319068112,1,3
#7CAE00,#7CAE00,0.380952380952381,0.424320390157959,1,2
#00BFC4,#00BFC4,0.619047619047619,0.417571725584113,1,3
#C77CFF,#C77CFF,0.857142857142857,0.784004583074209,1,4
#00BFC4,#00BFC4,0.619047619047619,0.576883024745061,1,3
#00BFC4,#00BFC4,0.619047619047619,0.497201098148567,1,3
#00BFC4,#00BFC4,0.619047619047619,0.401980492397968,1,3
#00BFC4,#00BFC4,0.619047619047619,0.647628867126554,1,3
#00BFC4,#00BFC4,0.619047619047619,0.603144923632395,1,3
#7CAE00,#7CAE00,0.380952380952381,0.365252161289297,1,2
#00BFC4,#00BFC4,0.619047619047619,0.610388768261059,1,3
#F8766D,#F8766D,0.142857142857143,0.0610192730450398,1,1
#C77CFF,#C77CFF,0.857142857142857,0.890273611970043,1,4
#7CAE00,#7CAE00,0.380952380952381,0.283811017718621,1,2
#7CAE00,#7CAE00,0.380952380952381,0.40870788969278,1,2
#7CAE00,#7CAE00,0.380952380952381,0.2744648665588,1,2
#7CAE00,#7CAE00,0.380952380952381,0.307873889346054,1,2
#7CAE00,#7CAE00,0.380952380952381,0.389675549982109,1,2
#00BFC4,#00BFC4,0.619047619047619,0.44998505868803,1,3
#00BFC4,#00BFC4,0.619047619047619,0.516200971651884,1,3
#7CAE00,#7CAE00,0.380952380952381,0.245707110647535,1,2
#F8766D,#F8766D,0.142857142857143,0.101531131175416,1,1
#7CAE00,#7CAE00,0.380952380952381,0.275230516280915,1,2
#00BFC4,#00BFC4,0.619047619047619,0.441274421436917,1,3
#7CAE00,#7CAE00,0.380952380952381,0.453479154857611,1,2
#7CAE00,#7CAE00,0.380952380952381,0.224666742872973,1,2
#F8766D,#F8766D,0.142857142857143,0.112679158377137,1,1
#00BFC4,#00BFC4,0.619047619047619,0.67270103458795,1,3
#00BFC4,#00BFC4,0.619047619047619,0.547139447491196,1,3
#00BFC4,#00BFC4,0.619047619047619,0.588619290472067,1,3
#00BFC4,#00BFC4,0.619047619047619,0.511406337287046,1,3
#7CAE00,#7CAE00,0.380952380952381,0.278515448243273,1,2
#00BFC4,#00BFC4,0.619047619047619,0.576846491490012,1,3
#00BFC4,#00BFC4,0.619047619047619,0.439466242341367,1,3
#00BFC4,#00BFC4,0.619047619047619,0.700126174695706,1,3
#7CAE00,#7CAE00,0.380952380952381,0.214727035635605,1,2
#7CAE00,#7CAE00,0.380952380952381,0.271399761642271,1,2
#7CAE00,#7CAE00,0.380952380952381,0.291014701781311,1,2
#C77CFF,#C77CFF,0.857142857142857,0.640808748139027,1,4
#00BFC4,#00BFC4,0.619047619047619,0.387012305049689,1,3
#00BFC4,#00BFC4,0.619047619047619,0.626374092975159,1,3
#00BFC4,#00BFC4,0.619047619047619,0.469024472182789,1,3
#7CAE00,#7CAE00,0.380952380952381,0.418754217352054,1,2
#00BFC4,#00BFC4,0.619047619047619,0.618840725720981,1,3
